,control0,control1,control2,control3,control4,control5,control6,control7,control8,control9,control10,control11,perturbed0,perturbed1,perturbed2,perturbed3,perturbed4,perturbed5,perturbed6,perturbed7,perturbed8,perturbed9,perturbed10,perturbed11
TSPAN6,-0.42301702,-0.5268252,-0.25648126,-0.26840678,0.27255222,-0.30105883,-0.5794502,-0.31776527,-0.48123047,0.093268596,-0.079814136,-0.18941511,-0.19297798,-0.29678613,-0.026442215,-0.038367733,0.50259125,-0.07101978,-0.34941113,-0.08772622,-0.25119144,0.32330763,0.15022491,0.040623933
DPM1,0.1664782,-0.02334833,0.087443665,0.040466584,-0.2590108,0.009523844,-0.012099782,-0.029822864,-0.17557499,0.19795452,0.23616146,0.15790899,0.093957335,-0.0958692,0.014922798,-0.032054283,-0.33153164,-0.06299702,-0.08462065,-0.10234373,-0.24809586,0.12543365,0.16364059,0.085388124
SCYL3,0.27694666,0.19230899,0.21814337,-0.1621951,0.25260112,0.12069144,0.29219142,0.015657486,-0.0011014261,0.26776257,0.44709772,0.43889335,0.4093898,0.3247521,0.35058647,-0.029751986,0.38504422,0.25313455,0.42463452,0.1481006,0.1313417,0.40020567,0.57954085,0.57133645
C1orf112,0.0072265444,-0.5758265,0.5504894,-0.119703025,0.23036109,-0.2346058,-0.5262742,-0.29263672,-0.47356227,-0.5746171,0.5092059,-0.14736326,0.08797146,-0.4950816,0.63123435,-0.03895811,0.311106,-0.1538609,-0.44552928,-0.2118918,-0.39281735,-0.49387217,0.5899508,-0.066618346
FGR,0.29490614,-0.70415795,-0.8452974,-1.1484231,-1.1484632,-0.2587831,-0.4314714,-0.59177727,-0.60895246,0.7423226,-0.4809367,-1.0297219,0.473564,-0.52550006,-0.66663957,-0.9697652,-0.96980536,-0.08012524,-0.25281355,-0.4131194,-0.4302946,0.92098045,-0.30227885,-0.85106397
CFH,0.98860383,0.7263535,0.81489956,0.9455197,0.8906363,0.9217198,0.6377765,0.4906725,0.8099634,1.0385718,0.8286908,0.77207613,0.96551144,0.70326114,0.7918072,0.9224273,0.86754394,0.8986274,0.6146841,0.4675801,0.786871,1.0154794,0.80559844,0.74898374
FUCA2,-0.46984458,-0.03422504,-0.08555553,-0.17375495,0.074713536,-0.13621676,0.100962736,-0.021020817,-0.27825758,-0.29888627,0.364404,0.028127864,-0.48082095,-0.045201406,-0.0965319,-0.1847313,0.06373717,-0.14719313,0.08998637,-0.03199718,-0.28923395,-0.30986264,0.35342762,0.017151497
GCLC,0.39348307,0.5560169,0.55226946,0.45704833,0.37470996,0.34636605,0.3775577,0.64661133,0.38596952,0.47614428,0.64747846,0.6756521,0.5601058,0.7226397,0.7188922,0.62367105,0.5413327,0.5129888,0.54418045,0.8132341,0.5525923,0.642767,0.8141012,0.84227484
NFYA,-0.28858238,-0.17957108,-0.09730535,-0.10897685,-0.3019728,-0.32622197,-0.30843207,-0.18151958,-0.4016088,-0.14069018,0.08026025,0.1256041,-0.26140296,-0.15239166,-0.07012593,-0.08179743,-0.2747934,-0.29904255,-0.28125265,-0.15434016,-0.37442937,-0.11351076,0.10743967,0.15278351
STPG1,-0.68992287,-0.6659047,-0.12137723,-0.25467554,0.08900636,-0.5868166,-0.07648085,-0.19034246,-0.618154,-0.42921323,-0.11324155,-0.38733172,-0.4544124,-0.43039423,0.114133224,-0.019165084,0.3245168,-0.35130614,0.1590296,0.045167997,-0.38264352,-0.19370277,0.1222689,-0.15182127
NIPAL3,-0.5657524,-0.47616968,-0.21132562,-0.42489406,-0.58084005,-0.5887331,-0.2656794,-0.39966416,-0.725928,-0.5535634,-0.28255066,-0.23903498,-0.6107573,-0.5211746,-0.25633052,-0.46989897,-0.62584496,-0.633738,-0.3106843,-0.44466907,-0.7709329,-0.5985683,-0.32755557,-0.28403988
LAS1L,-0.19010536,-0.056250814,-0.07957087,-0.1735639,-0.21211353,0.046786517,-0.030775033,-0.028340707,-0.09087227,-0.2844263,-0.07014523,-0.14634556,-0.2249852,-0.091130644,-0.1144507,-0.20844373,-0.24699336,0.011906683,-0.06565487,-0.06322054,-0.1257521,-0.31930614,-0.10502506,-0.18122539
ENPP4,0.5238904,0.31190658,0.4185246,0.484893,0.20817116,0.44563586,0.13894966,0.21857423,0.06451704,0.4372543,0.6762368,0.32524094,0.41212523,0.20014143,0.30675945,0.37312785,0.09640602,0.3338707,0.027184524,0.10680909,-0.047248095,0.32548916,0.56447166,0.2134758
SEMA3F,-0.85696644,-1.2603722,-0.9606597,-0.83848196,-1.225932,-0.7435169,-0.55201054,-1.2457544,-1.4689541,-1.4520757,-1.1458699,-1.095418,-0.7558847,-1.1592904,-0.85957795,-0.73740023,-1.1248503,-0.6424352,-0.4509288,-1.1446726,-1.3678724,-1.350994,-1.0447881,-0.99433625
CFTR,-0.92258406,-0.52837896,0.72360086,0.72786134,-0.23431495,-1.0086787,-0.57968396,-0.27487075,-0.7770713,-0.8670399,-0.39701763,-0.9205794,-1.8639724,-1.4697673,-0.2177875,-0.21352702,-1.1757033,-1.950067,-1.5210724,-1.2162591,-1.7184596,-1.8084283,-1.338406,-1.8619678
ANKIB1,-0.2886586,-0.5023155,0.014480678,-0.4402916,-0.3078353,-0.3608182,-0.19819614,-0.18294564,-0.47327778,-0.18852691,-0.14784877,-0.13957347,-0.35812593,-0.5717828,-0.054986656,-0.50975895,-0.37730265,-0.43028554,-0.26766348,-0.25241297,-0.5427451,-0.25799423,-0.2173161,-0.2090408
CYP51A1,0.6935513,0.87509286,0.97746855,0.61346704,0.8472151,0.581866,0.5567063,0.96929574,0.6315126,1.2650037,0.89022446,1.1586516,0.593669,0.77521056,0.87758625,0.51358473,0.7473328,0.48198372,0.456824,0.86941344,0.5316303,1.1651213,0.79034215,1.0587692
KRIT1,-0.16731167,-0.3408005,-0.11474876,0.05880471,-0.19972298,0.044263136,-0.2602766,-0.24797744,-0.1127794,0.017601887,-0.07609309,0.4439105,-0.16539468,-0.33888352,-0.11283178,0.06072169,-0.19780599,0.046180118,-0.2583596,-0.24606045,-0.11086242,0.019518869,-0.07417611,0.44582748
RAD52,-0.016255034,0.04508153,0.43461037,-0.860959,-0.55510926,-0.23473977,-0.34861493,0.113949396,-0.35622206,0.26020217,-0.6236495,0.038099222,0.037762694,0.099099256,0.4886281,-0.8069413,-0.50109154,-0.18072204,-0.2945972,0.16796713,-0.30220434,0.3142199,-0.56963176,0.09211695
BAD,0.27168798,-0.071682885,-0.045194387,-0.057342988,0.33320957,0.1759672,0.09649334,0.3518798,0.13856746,0.028921204,-0.25693518,-0.09196377,0.26035273,-0.08301813,-0.056529634,-0.06867824,0.32187432,0.16463195,0.085158095,0.34054455,0.12723221,0.017585956,-0.26827043,-0.103299014
LAP3,0.8495905,0.29528219,0.29448676,0.5832476,0.55047953,0.74590904,1.4282287,0.32304454,0.5811009,0.57248724,0.35556793,0.36397007,0.8675014,0.3131931,0.3123977,0.6011585,0.5683904,0.76381993,1.4461397,0.34095547,0.5990118,0.59039813,0.37347886,0.381881
CD99,-0.2387518,-0.27734137,0.040036935,-0.20375265,-0.010237668,-0.14670223,0.043946587,-0.0288514,-0.19941348,-0.21639152,-0.09596099,0.054210898,-0.3385742,-0.37716377,-0.059785467,-0.30357504,-0.110060066,-0.24652463,-0.055875815,-0.1286738,-0.29923588,-0.3162139,-0.19578339,-0.045611504
HS3ST1,-0.100237645,0.38056776,0.32358292,-0.2535901,-0.3565879,-0.17264102,-0.10748125,-0.37719333,-0.5041006,0.0561332,0.42088926,0.29486585,-0.39223608,0.08856931,0.03158447,-0.54558855,-0.64858633,-0.46463948,-0.3994797,-0.6691918,-0.79609907,-0.23586525,0.12889081,0.0028674006
HECW1,-1.745003,-1.7261673,-1.6583488,-0.042948764,-1.6561729,-1.5281662,-0.63148814,-1.6310514,-1.7068391,-1.7225429,-1.754443,-1.3893822,-2.0571866,-2.0383508,-1.9705323,-0.35513225,-1.9683564,-1.8403497,-0.94367164,-1.9432349,-2.0190225,-2.0347264,-2.0666265,-1.7015657
MAD1L1,0.5566683,0.9362182,1.134752,0.8482872,0.9579006,0.27392247,0.80974686,1.2105238,0.8610471,0.2194793,0.081947654,0.78962374,0.22692949,0.6064794,0.80501324,0.5185484,0.6281618,-0.055816323,0.48000807,0.88078505,0.5313083,-0.1102595,-0.24779114,0.45988494
LASP1,-0.5332088,-0.43808934,-0.34121054,-0.29061857,-0.26367787,-0.4764689,-0.16628434,-0.38788012,-0.49832818,-0.6415248,-0.19353923,-0.55171543,-0.7025076,-0.60738814,-0.5105094,-0.45991737,-0.43297666,-0.6457677,-0.33558315,-0.5571789,-0.667627,-0.81082356,-0.36283803,-0.72101426
SNX11,-0.14762716,-0.20589265,-0.13290273,-0.44441462,-0.43336484,-0.15684092,0.15450276,-0.2328076,-0.5290778,-0.34481627,0.19944781,-0.29723772,-0.23995245,-0.29821792,-0.22522801,-0.5367399,-0.52569014,-0.24916619,0.062177487,-0.32513288,-0.6214031,-0.43714154,0.10712253,-0.389563
TMEM176A,0.6008504,0.39332566,0.3911081,0.60287744,0.876314,0.5868466,0.58969235,0.4647172,0.70863354,0.59121746,0.25050196,0.37253797,0.838888,0.6313633,0.6291457,0.840915,1.1143515,0.8248842,0.82772994,0.7027548,0.9466711,0.82925504,0.48853955,0.61057556
M6PR,-0.3527541,-0.6980883,-0.3687652,-0.555746,-0.67880607,-0.369149,-0.55728066,-0.34575692,-0.7410632,-0.5301149,-0.3910831,-0.51179516,-0.5232249,-0.8685591,-0.539236,-0.7262168,-0.8492769,-0.5396198,-0.7277515,-0.5162277,-0.91153395,-0.7005857,-0.5615539,-0.682266
KLHL13,1.4616765,1.4039805,1.5193998,1.763008,1.667898,1.2943833,1.2691356,1.4375136,1.405253,1.9270207,1.1494497,1.5009578,1.4758306,1.4181346,1.5335538,1.7771621,1.6820521,1.3085374,1.2832897,1.4516677,1.4194071,1.9411747,1.1636038,1.5151119
ICA1,0.026984196,-0.07852941,-0.035614047,0.2821866,-0.17582016,-0.21206117,0.6057892,0.04220825,0.01945834,-0.18603458,-0.15862304,-0.2136609,0.06335412,-0.04215949,0.0007558726,0.31855652,-0.13945024,-0.17569125,0.6421591,0.078578174,0.05582826,-0.14966466,-0.12225312,-0.17729098
DBNDD1,0.23643164,1.1901679,1.0855114,0.59443027,1.0558236,0.6899026,1.2384983,1.3581204,0.733878,0.4826467,1.2409304,1.1081029,0.023890093,0.9776263,0.87296987,0.38188872,0.843282,0.47736105,1.0259567,1.1455789,0.52133644,0.27010515,1.0283889,0.89556134
ALS2,0.1937388,0.26388142,0.10625671,0.09953776,0.09845351,0.07110136,-0.17726906,0.31337202,0.061624613,0.19377728,0.18195103,0.25543082,0.22695713,0.29709974,0.13947503,0.13275608,0.13167183,0.10431969,-0.14405073,0.34659034,0.09484294,0.2269956,0.21516936,0.28864914
CASP10,-0.05289124,0.18836911,0.46492162,0.27075502,0.23087455,0.052023813,0.2265564,0.44791037,0.38148275,0.07427675,0.512502,0.63943595,-0.03703566,0.20422469,0.4807772,0.2866106,0.24673013,0.06787939,0.24241199,0.46376595,0.39733833,0.09013233,0.52835757,0.6552915
CFLAR,-0.20082238,-0.41155756,0.24219859,-0.21847361,-0.19286308,-0.11028589,-0.35077336,0.048132315,-0.37411073,-0.17749621,-0.1614374,0.04595007,-0.13572231,-0.34645748,0.30729866,-0.15337354,-0.127763,-0.04518582,-0.2856733,0.11323239,-0.30901065,-0.112396136,-0.09633733,0.111050144
TFPI,0.25378543,0.21268095,0.5275029,0.2986131,0.28498426,0.30223495,0.03519928,0.3300346,0.19436486,0.40431058,0.2576508,0.5829388,0.23567703,0.19457254,0.50939447,0.2805047,0.26687586,0.28412655,0.017090876,0.31192622,0.17625645,0.3862022,0.2395424,0.56483036
NDUFAF7,-0.38757423,0.02739874,-0.0687343,-0.28533196,-0.09476436,-0.2787411,0.11953325,-0.054524917,-0.3368078,0.03752456,-0.08196091,0.27910414,-0.44954354,-0.03457056,-0.1307036,-0.34730127,-0.15673366,-0.3407104,0.05756395,-0.116494216,-0.3987771,-0.02444474,-0.14393021,0.21713485
RBM5,-0.36707747,-0.25039214,0.19006167,-0.09585284,-0.23811722,-0.1915644,-0.26870248,-0.022457458,-0.47778404,-0.18410833,-0.36113742,0.12305758,-0.29956836,-0.18288302,0.25757077,-0.02834373,-0.1706081,-0.12405529,-0.20119336,0.04505165,-0.41027492,-0.116599225,-0.2936283,0.19056669
SLC7A2,1.4317621,0.61520183,1.1245896,0.89136505,0.46373746,1.2145247,0.57394487,0.7645212,0.7412679,1.0623904,0.39307532,0.93899924,1.7034304,0.88687015,1.3962579,1.1630334,0.7354058,1.4861931,0.8456132,1.0361896,1.0129362,1.3340588,0.66474366,1.2106676
ARF5,-0.10184276,-0.2824051,-0.091243915,-0.17985602,-0.021482745,-0.043617606,-0.09427611,0.06941834,-0.10574277,-0.19714615,-0.27336916,-0.24563421,-0.16569862,-0.34626096,-0.15509978,-0.24371187,-0.0853386,-0.10747346,-0.15813196,0.0055624843,-0.16959862,-0.261002,-0.33722502,-0.30949008
SARM1,-0.0942506,-0.1858711,0.2662499,0.015281356,-0.28959098,-0.08712835,0.17143185,0.11410907,-0.031112079,-0.32582185,-0.09254078,-0.18839677,0.20572114,0.114100635,0.5662216,0.31525308,0.010380745,0.21284339,0.4714036,0.4140808,0.26885965,-0.025850117,0.20743096,0.11157496
POLDIP2,0.17009683,0.22971608,0.26193783,0.2020631,0.3621248,0.21225606,0.24524535,0.34206867,0.26503286,0.017575603,0.21928121,0.19457489,0.12634604,0.18596528,0.21818703,0.1583123,0.318374,0.16850527,0.20149456,0.29831788,0.22128206,-0.02617519,0.17553042,0.1508241
PLXND1,-1.0375211,-0.91671205,-0.10785724,-0.7535986,-0.2845741,-0.27355585,-0.5420272,-0.2911072,-0.5357046,-0.5400288,-0.8820813,-0.7326037,-1.129037,-1.008228,-0.1993731,-0.8451144,-0.37608993,-0.3650717,-0.633543,-0.38262308,-0.62722045,-0.63154465,-0.9735971,-0.82411957
AK2,0.3203606,0.11358005,0.20252955,0.18175444,-0.015053785,0.4039253,0.2005352,0.14513014,0.032492306,0.24332196,0.200135,0.013094686,0.4414139,0.23463336,0.32358286,0.30280775,0.10599952,0.52497864,0.32158852,0.26618344,0.15354562,0.36437526,0.3211883,0.134148
CD38,0.72182935,-0.42635638,-0.34334436,-0.033298574,-0.53737813,-0.048681814,0.15172106,-0.52037513,1.0854096,-0.22642066,-0.58577883,-0.2558619,0.6621933,-0.48599246,-0.40298045,-0.09293466,-0.5970142,-0.1083179,0.092084974,-0.58001125,1.0257735,-0.28605676,-0.64541495,-0.315498
FKBP4,-0.080656834,-0.0066298703,0.10376469,-0.23039044,0.36611518,0.103806965,0.19949062,0.32066944,-0.20483759,0.24872361,0.2908409,0.28408396,0.043800227,0.11782719,0.22822174,-0.10593338,0.49057224,0.22826403,0.32394767,0.4451265,-0.08038053,0.3731807,0.41529796,0.40854102
KDM1A,-0.6749592,-0.5021787,-0.30525303,-0.52907073,-0.41873014,-0.5401125,-0.36756948,-0.33839935,-0.6757475,-0.37970015,-0.308437,-0.38461483,-0.53155553,-0.35877508,-0.16184938,-0.3856671,-0.2753265,-0.39670885,-0.22416583,-0.1949957,-0.53234386,-0.2362965,-0.16503334,-0.24121118
RBM6,-0.50371015,-0.24397868,0.36851162,-0.008963268,0.15428396,-0.37465593,-0.016164595,0.003976606,0.26581916,-0.071491554,-0.2548587,0.32029486,-0.5098063,-0.2500748,0.3624155,-0.015059397,0.14818783,-0.38075206,-0.022260724,-0.0021195225,0.25972304,-0.07758768,-0.26095483,0.31419873
CAMKK1,-1.1354755,-0.8877978,-0.9932106,-1.0153519,-0.9550543,-0.8821492,-0.8289183,-1.0924349,-0.97177494,-0.8349729,-1.1103355,-1.0015866,-1.4250805,-1.1774029,-1.2828157,-1.3049569,-1.2446594,-1.1717544,-1.1185234,-1.38204,-1.26138,-1.124578,-1.3999405,-1.2911916
RECQL,-0.32703394,-0.702083,-0.21403457,-0.41505277,-0.5013836,-0.31662902,-0.6161548,-0.48869058,-0.8873895,-0.1608914,-0.1493899,-0.32996243,-0.550513,-0.9255621,-0.43751368,-0.63853186,-0.7248627,-0.54010814,-0.8396339,-0.7121697,-1.1108686,-0.3843705,-0.372869,-0.5534415
VPS50,0.5360577,-0.18813154,-0.28783616,-0.07586907,-0.60856503,0.2781005,-0.49920624,0.100055575,-0.3216704,0.15519004,0.0327355,-0.38432762,0.51880044,-0.20538883,-0.30509344,-0.09312636,-0.6258223,0.26084322,-0.5164635,0.08279829,-0.3389277,0.13793275,0.015478216,-0.4015849
NDUFAB1,0.0743604,0.14228715,0.0031233872,0.0386193,0.007249588,-0.0013031072,0.07325775,0.24714819,0.10066266,0.21471179,0.12788159,0.1753037,0.028348442,0.096275195,-0.04288857,-0.00739266,-0.03876237,-0.047315065,0.027245793,0.20113623,0.054650705,0.16869983,0.08186963,0.12929174
PDK4,0.45626068,1.2839278,1.3176762,1.5140783,1.6569076,0.21902351,1.0358081,1.5371901,1.5265865,0.8881108,1.0147734,1.8074673,0.69487125,1.5225383,1.5562867,1.7526888,1.8955181,0.45763406,1.2744186,1.7758006,1.765197,1.1267214,1.2533839,2.046078
SLC25A13,0.28972635,0.52069426,0.37350348,0.17044365,0.45518926,0.24609111,0.21497937,0.59402585,0.11857149,0.38428736,0.72697634,0.56289583,0.3968231,0.62779105,0.48060024,0.27754042,0.562286,0.35318786,0.32207614,0.70112264,0.22566825,0.49138412,0.83407307,0.66999257
ST7,-0.029223964,-0.13519107,-0.20946382,-0.23473851,-0.050413024,-0.15437184,-0.3282122,-0.021111086,0.011910113,0.12605514,-0.0009316568,-0.13395087,-0.015782569,-0.12174968,-0.19602242,-0.22129712,-0.03697163,-0.14093044,-0.31477082,-0.007669692,0.025351506,0.13949654,0.012509737,-0.12050948
CDC27,-0.4488126,-0.41319656,-0.3470126,-0.54667276,-0.32196227,-0.3937706,-0.35558274,-0.83466554,-0.5634899,-0.7559244,0.16292694,-0.4375501,-0.5146154,-0.47899938,-0.41281542,-0.6124756,-0.38776508,-0.45957342,-0.42138556,-0.90046835,-0.6292927,-0.8217272,0.09712414,-0.5033529
HCCS,-0.37306702,-0.49707407,-0.2645817,-0.5118261,-0.3797731,-0.26207972,-0.20629999,-0.36281985,-0.524178,-0.23456857,0.052977413,-0.30295512,-0.23214802,-0.35615507,-0.12366271,-0.3709071,-0.23885411,-0.121160716,-0.06538099,-0.22190085,-0.38325903,-0.093649566,0.19389641,-0.16203612
DVL2,-0.28491426,-0.06578346,0.048246384,-0.16657816,0.04783941,-0.2419151,0.13343744,0.037775066,-0.090823725,0.14071986,-0.23869182,0.15196964,-0.32389835,-0.10476756,0.009262286,-0.20556226,0.008855313,-0.2808992,0.09445334,-0.0012090318,-0.12980783,0.10173576,-0.27767593,0.112985544
UPF1,-0.16388844,-0.18812339,0.011918543,-0.42929453,-0.058209393,-0.2231097,0.0038903593,-0.07430184,-0.32071948,-0.1581616,-0.27564093,-0.06978281,0.0038534552,-0.020381495,0.17966044,-0.26155263,0.109532505,-0.055367813,0.17163226,0.093440056,-0.15297759,0.009580299,-0.10789904,0.09795909
SKAP2,-0.53165644,-0.50163627,-0.2826474,-0.3479118,-0.49792325,-0.34178403,-0.14037652,-0.39245856,-0.7484825,-0.33343115,-0.25622004,-0.21622063,-0.64372575,-0.61370564,-0.39471674,-0.45998114,-0.6099926,-0.45385337,-0.25244588,-0.5045279,-0.86055183,-0.4455005,-0.36828938,-0.32829
SLC25A5,-0.18707827,-0.0344278,-0.06686562,-0.31903753,-0.14573245,-0.08532779,0.016075699,-0.06458389,-0.15090038,-0.07386261,0.1119295,-0.06265419,-0.1866215,-0.033971027,-0.06640885,-0.31858075,-0.14527568,-0.08487102,0.016532471,-0.06412712,-0.15044361,-0.07340584,0.11238627,-0.062197417
MCUB,-1.0716547,-0.5407481,-1.0423205,-1.4021631,-1.0652015,-1.1001713,-0.72950757,-1.5719869,-1.0722349,-1.38465,-0.8088107,-1.7535807,-0.89735395,-0.3664474,-0.86801976,-1.2278624,-0.8909008,-0.9258706,-0.55520684,-1.3976862,-0.89793414,-1.2103493,-0.63451,-1.5792799
POLR2J,-0.09566222,-0.3150094,-0.16564429,-0.1564937,-0.06559598,-0.07688194,-0.11468872,0.024180485,0.057693735,-0.23579654,-0.35678437,-0.22838235,-0.15737608,-0.37672323,-0.22735815,-0.21820755,-0.12730983,-0.13859579,-0.17640257,-0.037533373,-0.0040201247,-0.2975104,-0.41849822,-0.29009622
DHX33,-0.20044146,-0.029155463,0.25098124,0.05339131,-0.10543777,-0.16509505,0.18358457,0.0662482,-0.13146116,-0.14185505,0.3628499,-0.07167611,-0.21912475,-0.047838748,0.23229796,0.03470803,-0.124121055,-0.18377833,0.16490129,0.047564916,-0.15014444,-0.16053833,0.3441666,-0.0903594
THSD7A,-0.55946314,0.4236913,0.24426545,0.04551175,0.6083823,0.75109214,-0.30086413,0.07962121,0.11408533,-0.6286591,0.8283125,0.28406575,-0.17344376,0.8097107,0.63028485,0.43153113,0.9944017,1.1371115,0.08515525,0.4656406,0.5001047,-0.24263975,1.2143319,0.67008513
LIG3,-0.16166775,-0.5796529,0.5399102,-0.5172883,-0.6101298,-0.19645937,-0.23053439,0.21315728,-1.0494467,-0.08927547,0.07059612,0.037449002,-0.14293133,-0.5609165,0.5586466,-0.4985519,-0.59139335,-0.17772295,-0.21179797,0.2318937,-1.0307102,-0.07053904,0.08933255,0.05618543
RPAP3,-0.44972593,-0.5356654,-0.5049334,-0.4564033,-0.49239916,0.0074780905,-0.49580404,-0.4595039,-0.67354274,0.16945185,0.11685122,-0.10903468,-0.4440206,-0.5299601,-0.4992281,-0.45069796,-0.48669383,0.013183405,-0.4900987,-0.45379856,-0.66783744,0.17515716,0.12255653,-0.10332937
ACSM3,1.3315774,0.9050782,1.3201696,1.2421541,0.89374423,1.2499063,0.9765002,1.2478999,1.1822126,1.631771,0.6669646,1.3324436,1.3406742,0.9141749,1.3292663,1.2512509,0.902841,1.259003,0.98559695,1.2569966,1.1913093,1.6408677,0.67606133,1.3415403
REXO5,-0.21097068,0.35581034,0.14252251,0.22527778,0.15682973,0.3568637,-0.017533172,-0.14494225,-0.061599858,-0.3387465,0.42029583,0.23117681,-0.25626096,0.31052005,0.09723224,0.1799875,0.11153945,0.31157342,-0.06282345,-0.19023253,-0.10689014,-0.38403678,0.37500554,0.18588653
CIAPIN1,-0.009091805,-0.2533313,-0.036067206,-0.20941727,-0.15384564,-0.0364599,-0.09204784,-0.035812307,-0.15065876,0.3986316,0.39610285,0.017618166,-0.08940659,-0.3336461,-0.11638199,-0.28973204,-0.23416042,-0.116774686,-0.17236263,-0.11612709,-0.23097354,0.31831682,0.31578806,-0.06269662
SPPL2B,-0.2660787,-0.07642063,0.22325246,-0.16078055,-0.025792144,-0.13132028,0.07599318,0.023491438,0.04793387,-0.36292237,0.050522048,-0.051301412,-0.1256865,0.06397159,0.36364466,-0.020388335,0.11460007,0.009071931,0.2163854,0.16388366,0.18832609,-0.22253016,0.19091426,0.0890908
COPZ2,-0.46544155,-0.9719739,-0.817357,-0.52359915,-0.77759176,-0.6061828,-0.5902049,-0.6650115,-0.9966544,-0.8994508,-0.9114679,-0.89019114,-0.49794737,-1.0044796,-0.8498628,-0.55610496,-0.8100976,-0.6386886,-0.6227107,-0.69751734,-1.0291601,-0.9319566,-0.9439737,-0.92269695
MSL3,-0.30884418,-0.56653863,-0.21846172,-0.7039441,-0.24964021,-0.5055256,-0.38819808,-0.23699568,-0.46960804,-0.12876946,-0.065782264,-0.33862695,-0.45059335,-0.7082878,-0.3602109,-0.84569323,-0.39138937,-0.64727473,-0.5299472,-0.37874484,-0.6113572,-0.2705186,-0.20753142,-0.48037612
CREBBP,-0.8264273,0.070104435,0.111751385,-0.09159725,-0.42507175,-0.7187574,0.5716734,0.07768764,0.034243714,-0.32508722,-0.09521652,0.38915405,-0.81360465,0.08292704,0.12457399,-0.078774646,-0.41224915,-0.70593476,0.584496,0.09051025,0.047066323,-0.31226462,-0.082393914,0.40197664
TSPOAP1,0.5150487,0.5875095,1.5611606,0.65327203,0.4160175,0.493864,0.759942,0.48411942,0.94804084,0.3364592,-0.11342166,1.362892,0.44184092,0.5143018,1.4879528,0.5800643,0.34280974,0.42065623,0.68673426,0.41091165,0.8748331,0.26325142,-0.18662941,1.2896843
PON1,0.39118788,0.30752963,0.34109238,0.22014071,0.4930646,0.23565266,0.06995698,0.46921122,0.3649242,0.49324954,0.39891085,0.58982605,0.37328017,0.28962192,0.32318467,0.202233,0.4751569,0.21774495,0.052049275,0.4513035,0.34701648,0.47534183,0.38100314,0.57191837
GCFC2,-0.1738001,0.22308289,0.3995202,0.026327848,-0.012620141,-0.25308046,-0.054973267,0.1663872,0.22071984,0.16196334,0.52955127,0.4370041,-0.30879217,0.08809082,0.26452813,-0.108664215,-0.1476122,-0.38807252,-0.18996534,0.031395137,0.08572778,0.02697128,0.3945592,0.30201203
WDR54,-0.63475347,-0.9177129,-0.93297416,-0.7292533,-0.8516434,-0.9303006,0.011641641,-1.3899643,-0.82278556,-0.8610078,-0.8002444,-0.9565805,-0.5608884,-0.8438479,-0.8591091,-0.65538824,-0.7777783,-0.85643554,0.08550669,-1.3160993,-0.7489205,-0.78714275,-0.72637933,-0.88271546
CROT,-0.70369416,-0.297897,0.29535112,-0.30850348,0.51826555,-0.46357572,-0.48419702,0.40894544,-0.44425255,0.2759144,0.17244405,0.41013232,-0.5816927,-0.17589551,0.41735262,-0.18650198,0.640267,-0.34157422,-0.36219552,0.5309469,-0.32225105,0.3979159,0.29444554,0.5321338
ABCB4,1.9996073,2.044644,1.9367267,2.0380545,1.7846427,2.0799222,2.0748234,1.5974237,2.148673,1.7071788,1.86198,1.6563424,1.4525759,1.4976127,1.3896954,1.4910231,1.2376113,1.5328908,1.527792,1.0503924,1.6016417,1.1601474,1.3149486,1.1093111
KMT2E,-0.21142505,-0.3777826,-0.057431206,-0.24821693,-0.014823405,-0.19497204,-0.5342817,-0.27332363,-0.709228,-0.11204004,-0.32334152,-0.028806677,-0.2831717,-0.44952926,-0.12917787,-0.31996357,-0.08657006,-0.2667187,-0.6060283,-0.34507027,-0.7809746,-0.18378669,-0.39508817,-0.100553334
RHBDD2,-0.12578192,0.17237774,0.2582769,0.2138578,0.3747079,0.20485961,0.5625755,0.5240864,0.10942704,-0.050415486,-0.041558314,0.14487983,-0.41677532,-0.11861566,-0.032716483,-0.07713559,0.083714515,-0.08613378,0.27158213,0.23309302,-0.18156636,-0.34140888,-0.33255172,-0.14611356
ZNF195,-0.08321832,-0.11234558,-0.10495912,-0.07022799,-0.5291457,-0.3364092,-0.27079567,-0.29696524,0.06208766,-0.43626976,0.17299327,0.22280224,-0.11346659,-0.14259385,-0.13520738,-0.10047625,-0.559394,-0.36665747,-0.30104393,-0.3272135,0.031839393,-0.466518,0.142745,0.19255397
MYCBP2,-0.59398365,-0.4005111,-0.25369903,-0.59356797,-0.42125812,-0.51436937,-0.24572809,-0.7189234,-0.7835093,-0.52405274,-0.44762772,-0.5270857,-0.45081404,-0.25734147,-0.11052942,-0.45039836,-0.2780885,-0.37119976,-0.10255848,-0.5757538,-0.64033973,-0.38088313,-0.3044581,-0.3839161
FBXL3,0.11316088,-0.2536785,0.026750647,0.17542101,-0.027779212,0.017904475,-0.45460322,-0.27233925,-0.3225182,0.20320643,-0.11827346,-0.0024805514,0.02858296,-0.33825642,-0.05782727,0.0908431,-0.11235713,-0.06667344,-0.5391811,-0.35691717,-0.40709612,0.11862852,-0.20285138,-0.08705847
